Column Descriptions,
----,----
temp_date,Date of Temperature Reading
temp_anom,Temperature Anomaly Value
co2_date,Date of CO2 Reading
co2_reading,CO2 Value
ch4_date,Date of CH4 Reading
ch4_reading,CH4 Value
ir_date,Irish Data - Date of Reading
rainfall,Irish Data - Daily Rainfall Value
max_temp,Irish Data - Maximum Daily Temperature Value
min_temp,Irish Data - Mimimun Daily Temperature Value
,
temp_date,temp_anom,co2_date,co2_reading,ch4_date,ch4_reading,ir_date,rainfall,max_temp,min_temp
-2029,0.4,-1305,276.3,-610005.3,619.6666667,1975-04-14,5.1,11.9,8.8
-2049,-0.56,-1333,273.1,-608838.5,592.6666667,1975-04-15,0.0,13.5,8.8
-2069,-0.59,-1481,274.0,-607636.8,582.6666667,1975-04-16,0.3,10.5,8.8
-2087,0.78,-1578,275.0,-606941.1,576.6666667,1975-04-17,0.3,11.0,8.6
-2106,0.81,-1694,273.4,-606475.2,577.9,1975-04-18,0.1,10.9,8.2
-2126,-1.16,-1743,273.0,-605204.6,537.6666667,1975-04-19,12.2,11.0,8.0
-2145,0.89,-1856,271.5,-603906.7,532.6666667,1975-04-20,16.1,12.1,8.5
-2164,0.82,-1906,275.4,-602511.6,503.0,1975-04-21,1.6,12.4,8.5
-2184,-0.59,-2018,274.9,-601116.2,525.9,1975-04-22,0.1,12.5,5.4
-2203,-0.42,-2158,271.7,-599695.4,542.3333333,1975-04-23,0.0,15.0,7.2
-2223,0.06,-2255,271.6,-598280.8,534.3333333,1975-04-24,0.0,16.6,6.5
-2242,0.5,-2325,272.8,-596845.1,544.0,1975-04-25,0.0,16.5,7.6
-2262,-1.57,-2392,271.5,-595983.6,495.6666667,1975-04-26,0.0,15.3,7.9
-2281,0.67,-2544,271.1,-595323.8,465.0,1975-04-27,0.0,15.2,7.4
-2300,1.31,-2642,269.1,-593950.3,448.3333333,1975-04-28,7.3,11.3,5.6
-2319,-0.2,-2697,269.8,-593158.6,463.0,1975-04-29,3.4,10.0,5.2
-2338,1.36,-2823,271.5,-592512.3,538.6666667,1975-04-30,1.4,11.2,5.0
-2356,-0.48,-2971,270.7,-591387.9,509.6666667,1975-05-01,0.0,11.9,7.8
-2376,-1.03,-3031,269.3,-590203.7,483.0,1975-05-02,0.0,13.8,9.8
-2396,0.0,-3136,268.6,-588430.4,428.3333333,1975-05-03,0.0,14.4,10.2
-2417,0.29,-3268,269.8,-587885.8,480.3333333,1975-05-04,0.0,14.3,9.9
-2436,0.04,-3361,267.6,-586664.7,468.0,1975-05-05,0.0,15.0,10.4
-2456,-0.32,-3407,265.3,-585595.9,451.2,1975-05-06,0.0,15.0,3.5
-2475,-0.9,-3583,265.2,-584416.6,470.3333333,1975-05-07,0.0,16.9,3.8
-2495,0.35,-3631,267.6,-580955.7,482.4,1975-05-08,0.0,15.5,8.9
-2514,1.33,-3807,265.9,-580024.3,488.3333333,1975-05-09,0.4,15.5,8.6
-2533,-0.39,-3902,265.5,-579114.4,484.3333333,1975-05-10,0.0,15.4,8.8
-2552,0.78,-3984,260.7,-578373.1,505.0,1975-05-11,10.4,12.4,6.0
-2571,-0.7,-4049,266.7,-578004.4,520.6666667,1975-05-12,3.4,13.3,8.0
-2591,-0.4,-4139,265.5,-577787.5,608.7,1975-05-13,0.2,13.4,8.6
-2612,-0.8,-4351,263.2,-577199.3,618.3333333,1975-05-14,0.0,14.6,6.4
-2632,0.01,-4387,262.7,-576641.5,601.6666667,1975-05-15,0.0,13.4,6.5
-2651,0.16,-4451,261.2,-576100.3,602.0,1975-05-16,0.0,14.2,3.8
-2671,0.27,-4622,261.1,-575582.6,578.9,1975-05-17,0.0,13.9,4.8
-2691,-0.56,-4732,259.4,-575051.6,596.6666667,1975-05-18,0.0,13.9,4.8
-2711,-0.01,-4819,262.1,-574552.5,584.0,1975-05-19,0.0,15.6,4.1
-2730,-0.16,-4930,262.9,-574039.1,589.3333333,1975-05-20,0.0,19.2,5.6
-2751,-0.38,-5020,258.1,-573572.5,580.5,1975-05-21,0.0,19.2,9.6
-2770,0.94,-5088,257.6,-573097.2,600.0,1975-05-22,0.0,19.1,8.2
-2790,-0.76,-5238,262.3,-572646,605.0,1975-05-23,0.0,19.2,5.4
-2810,-1.21,-5324,263.0,-572197,619.5,1975-05-24,0.0,18.3,5.5
-2830,-0.28,-5455,260.7,-571749.1,598.4,1975-05-25,0.0,13.4,6.3
-2851,-0.37,-5547,258.4,-571311.6,613.3333333,1975-05-26,0.0,15.0,5.5
-2871,-1.16,-5711,260.1,-570899.2,612.0,1975-05-27,0.0,17.8,6.7
-2892,-0.32,-5769,260.4,-570475,614.0,1975-05-28,0.0,17.9,7.9
-2912,0.67,-5910,259.7,-570050.7,603.8,1975-05-29,0.0,17.9,7.9
-2932,0.25,-5976,259.2,-569652.4,610.3333333,1975-05-30,2.7,17.3,8.6
-2951,-0.16,-6025,260.8,-569228.5,594.0,1975-05-31,0.0,17.4,5.5
-2970,-0.03,-6166,259.6,-568816.3,597.0,1975-06-01,0.4,13.0,5.5
-2989,0.37,-6244,259.3,-568418.6,579.8,1975-06-02,0.3,13.2,8.5
-3008,0.98,-6401,258.3,-567997.2,587.6666667,1975-06-03,0.2,13.2,7.5
-3027,-0.5,-6509,261.3,-567598.1,589.0,1975-06-04,5.0,14.4,7.5
-3047,-0.66,-6596,260.7,-567208.5,590.0,1975-06-05,0.1,15.1,7.5
-3067,-0.32,-6760,261.8,-566820.5,588.5,1975-06-06,8.0,16.5,12.3
-3087,-0.29,-6831,259.0,-566429.5,613.0,1975-06-07,0.3,17.5,12.8
-3106,0.36,-6961,260.9,-566037.3,615.0,1975-06-08,0.0,17.6,12.5
-3127,-0.95,-7042,260.4,-565642.4,603.3333333,1975-06-09,0.0,19.4,11.3
-3147,-0.24,-7110,259.3,-565268.4,620.0,1975-06-10,0.0,19.5,12.1
-3167,-0.13,-7193,262.0,-564888.5,626.0,1975-06-11,0.0,19.5,11.1
-3186,0.25,-7345,263.7,-564501.4,618.0,1975-06-12,0.0,20.5,11.6
-3206,0.56,-7411,263.8,-564107.5,627.0,1975-06-13,0.0,20.5,11.5
-3224,0.58,-7486,265.2,-563734.5,576.5,1975-06-14,0.2,20.5,13.3
-3243,0.26,-7568,260.6,-563335,589.3333333,1975-06-15,0.0,17.4,9.5
-3262,-0.47,-7574,260.9,-562958.7,581.3333333,1975-06-16,0.3,16.5,10.0
-3282,-0.17,-7605,263.0,-562571.8,579.0,1975-06-17,4.8,15.2,10.2
-3303,-1.38,-7623,263.8,-562184.7,549.5,1975-06-18,4.0,15.6,11.7
-3323,-0.26,-7951,264.4,-561780.9,554.0,1975-06-19,0.3,17.9,11.6
-3342,0.69,-8042,264.2,-561393.9,528.6666667,1975-06-20,0.0,19.5,12.3
-3362,-0.21,-8184,264.0,-560968.7,532.3333333,1975-06-21,0.0,21.6,11.1
-3381,0.68,-8242,263.4,-560549.4,494.6,1975-06-22,0.0,22.9,11.1
-3400,-0.26,-8349,265.7,-560137.8,497.0,1975-06-23,0.0,22.9,14.0
-3419,0.03,-8416,264.9,-559692.3,486.0,1975-06-24,0.0,21.9,10.4
-3439,0.54,-8555,267.5,-559452.8,483.6666667,1975-06-25,0.0,22.2,10.5
-3458,-2.14,-8730,266.9,-558972.4,464.3333333,1975-06-26,0.0,22.2,10.0
-3480,-1.08,-8851,266.0,-558500.1,510.6666667,1975-06-27,0.0,22.3,12.2
-3502,-1.28,-8885,265.1,-558291,515.6666667,1975-06-28,0.0,22.3,8.0
-3524,-0.06,-9004,267.6,-557811.4,501.3333333,1975-06-29,0.0,22.3,8.0
-3545,-1.3,-9139,264.8,-557289.9,492.3333333,1975-06-30,0.0,20.6,8.0
-3566,-2.19,-9211,264.8,-556745.2,467.9,1975-07-01,0.0,20.5,8.6
-3588,-0.82,-9235,265.0,-556227.4,442.6666667,1975-07-02,0.0,20.6,8.5
-3610,0.0,-9250,265.3,-555723,442.6666667,1975-07-03,0.0,20.5,8.4
-3629,1.23,-9306,264.4,-555222.5,495.6666667,1975-07-04,0.0,20.6,8.4
-3647,-0.26,-9366,264.1,-554777.9,530.6666667,1975-07-05,0.0,20.1,9.8
-3667,0.1,-9389,264.8062514925239,-554168.1,575.3333333,1975-07-06,0.0,21.0,13.0
-3686,-0.75,-9433,264.8396344162771,-553664.1,577.6666667,1975-07-07,12.5,21.0,17.8
-3706,-0.1,-9449,268.1638827775123,-553172.6,557.3333333,1975-07-08,15.0,19.1,13.9
-3726,-0.24,-9467,264.4831386910426,-552629.5,519.4,1975-07-09,11.0,19.9,14.2
-3746,-0.97,-9485,270.14345909208504,-552016,500.6666667,1975-07-10,0.3,19.9,14.2
-3766,0.57,-9503,268.86948241809176,-551369.1,471.3333333,1975-07-11,7.1,20.0,14.8
-3786,-0.77,-9522,269.09658248435426,-550729.5,431.3333333,1975-07-12,2.4,20.0,15.2
-3806,1.38,-9540,267.1659882944808,-550369.8,443.0,1975-07-13,21.9,18.0,15.0
-3824,-0.72,-9557,267.66344435702626,-549988.4,490.8,1975-07-14,8.1,18.1,14.4
-3843,0.91,-9573,269.5087267559184,-549146.7,477.3333333,1975-07-15,2.5,18.0,14.1
-3861,1.01,-9593,266.8975316078414,-548353.2,472.0,1975-07-16,0.8,18.6,13.6
-3880,-0.98,-9609,262.7402713424808,-547504.2,456.3333333,1975-07-17,3.0,19.8,13.9
-3899,0.29,-9626,267.0926460402798,-546586.8,433.5,1975-07-18,2.0,19.8,12.8
-3918,0.57,-9642,260.7019637596007,-545583.6,390.0,1975-07-19,2.3,19.9,14.8
-3936,0.32,-9661,261.3035570908851,-544707.4,408.6666667,1975-07-20,0.0,19.8,13.4
-3955,-0.54,-9678,266.2202091929294,-543499.4,418.3333333,1975-07-21,0.0,15.2,13.5
-3975,-0.89,-9697,257.13429330946656,-542398.4,426.5,1975-07-22,0.0,14.8,13.5
-3996,-0.71,-9714,247.5528586529488,-541241.1,404.6666667,1975-07-23,0.0,16.2,12.6
-4017,-1.54,-9732,254.6155973344712,-540029.5,408.0,1975-07-24,0.0,16.2,12.0
-4038,-0.5,-9751,253.99089690085395,-538845.7,391.0,1975-07-25,0.0,16.2,11.7
-4058,0.45,-9769,256.0430608603061,-537668.5,399.6,1975-07-26,0.0,17.0,11.6
-4077,-0.02,-9790,255.89086904448925,-536984.9,415.3333333,1975-07-27,0.0,18.6,11.2
-4097,-0.4,-9809,258.7419682040664,-536460,448.0,1975-07-28,0.0,18.7,12.0
-4116,-0.8,-9830,258.24947010276907,-535778.9,467.3333333,1975-07-29,2.1,18.6,13.5
-4136,0.06,-9852,258.53058047537485,-535287.6,496.6666667,1975-07-30,0.0,19.0,13.0
-4156,0.49,-9870,257.16871076552565,-534187.5,490.3333333,1975-07-31,0.0,20.1,9.4
-4176,-1.52,-9893,254.31017470730887,-532968.1,449.4,1975-08-01,0.0,21.1,8.2
-4196,0.8,-9913,253.6295799831633,-531900.6,458.0,1975-08-02,0.0,22.8,11.0
-4215,-0.93,-9933,251.56174454316204,-530766,422.3333333,1975-08-03,0.0,22.9,10.9
-4235,-0.51,-9954,255.89657531323917,-529680,420.3333333,1975-08-04,0.3,21.7,16.0
-4255,-0.71,-9976,258.57498699245264,-528618.6,449.8,1975-08-05,2.5,21.8,16.3
-4274,0.03,-9998,248.91570205793047,-527623.6,440.6666667,1975-08-06,0.0,19.0,14.5
-4294,-0.68,-10019,253.9931437879996,-526750.6,463.6666667,1975-08-07,0.0,20.5,15.4
-4315,-1.23,-10040,255.3912977602452,-526243.9,519.6666667,1975-08-08,0.1,20.9,11.4
-4335,0.27,-10065,247.85064164274337,-525928.1,518.3333333,1975-08-09,0.3,20.5,13.5
-4356,-0.19,-10087,248.40713321971356,-525140.4,528.9,1975-08-10,0.0,19.2,12.9
-4375,-1.3,-10108,253.09803694796494,-524364.1,541.0,1975-08-11,1.5,19.5,9.5
-4396,-1.55,-10129,251.03138662276533,-523635.4,538.0,1975-08-12,0.0,18.2,14.8
-4417,-0.38,-10155,255.6570401748525,-522872.6,533.6666667,1975-08-13,0.0,19.4,12.7
-4437,-1.37,-10174,253.01913649818056,-522127.9,517.8,1975-08-14,3.3,20.1,13.5
-4459,-0.76,-10196,251.13879991205624,-521366.9,533.6666667,1975-08-15,0.5,20.3,13.6
-4480,-0.47,-10218,251.42428040746907,-520639.8,516.0,1975-08-16,7.0,19.3,13.6
-4499,0.79,-10240,250.96816256782247,-519954.8,535.0,1975-08-17,0.7,19.2,13.0
-4518,-0.14,-10261,249.6533400802813,-519310.9,521.9,1975-08-18,8.3,19.0,13.0
-4537,-1.78,-10282,249.23182055441774,-518647.2,524.0,1975-08-19,0.4,19.0,15.2
-4558,-1.34,-10306,248.95174624217293,-516721.8,499.1,1975-08-20,0.0,18.9,14.0
-4580,0.81,-10330,249.37721064234103,-516095.4,512.3333333,1975-08-21,0.3,19.6,11.9
-4600,-0.48,-10351,248.9240190698803,-515467,507.3333333,1975-08-22,2.4,17.6,12.2
-4619,-1.27,-10371,250.73154369365116,-514821.8,508.0,1975-08-23,0.2,18.5,13.1
-4640,-0.71,-10393,246.9665079337188,-514453.7,501.3333333,1975-08-24,0.0,18.3,11.0
-4661,-2.27,-10415,244.30941964788178,-514178.7,477.4,1975-08-25,0.2,18.2,13.5
-4683,-0.22,-10438,243.00399847303908,-513807.7,482.6666667,1975-08-26,0.1,18.3,14.6
-4704,-1.5,-10459,246.4034368607132,-513544.6,519.3333333,1975-08-27,0.3,19.1,14.2
-4725,-2.0,-10481,247.67023851530323,-512855.2,507.0,1975-08-28,0.0,21.2,14.2
-4745,0.6,-10504,245.828192028346,-512168,496.3333333,1975-08-29,0.0,17.5,13.5
-4764,0.23,-10525,246.17917534767042,-511447.1,488.3,1975-08-30,0.0,17.0,8.1
-4784,-0.28,-10545,244.42282246806465,-510716.6,486.0,1975-08-31,0.0,21.1,9.0
-4804,-1.47,-10571,246.7361603977909,-509975.8,487.0,1975-09-01,0.0,19.4,9.2
-4825,-1.31,-10593,249.9226267174943,-509239.8,495.0,1975-09-02,0.0,18.4,11.2
-4846,-1.2,-10614,244.27496932125192,-508491.9,519.6,1975-09-03,0.0,17.9,8.5
-4867,-1.07,-10636,247.01866418752644,-507714.9,533.3333333,1975-09-04,0.0,17.4,7.3
-4887,-0.59,-10657,248.09151906637942,-506956.8,556.6666667,1975-09-05,0.4,17.1,12.7
-4907,0.75,-10679,246.94327763185444,-506165.4,582.0,1975-09-06,0.3,19.0,13.5
-4926,-0.25,-10703,243.94829999483662,-505449.5,573.2,1975-09-07,1.8,19.7,11.9
-4944,0.99,-10723,242.52904430354567,-504741.7,601.3333333,1975-09-08,0.0,17.8,14.0
-4963,-0.73,-10747,244.24252191664183,-503998.6,579.3333333,1975-09-09,4.5,16.8,13.3
-4983,-0.8,-10769,241.5919394471499,-503205.1,524.0,1975-09-10,9.2,15.7,12.5
-5003,-1.23,-10789,247.29878007926465,-502529.8,566.4,1975-09-11,1.8,14.0,9.6
-5023,-0.49,-10812,240.01944039217156,-501854.8,549.0,1975-09-12,0.0,15.5,9.2
-5043,-0.29,-10835,241.49602014897292,-501088.2,515.3333333,1975-09-13,0.0,13.5,9.2
-5063,-1.44,-10859,242.23335017876875,-500298.8,517.3333333,1975-09-14,0.0,14.0,6.0
-5084,-0.94,-10880,242.14661205332536,-499620.9,521.9,1975-09-15,0.0,13.9,10.5
-5105,-0.66,-10902,239.34501708789696,-498826.6,511.6666667,1975-09-16,22.7,15.0,6.0
-5126,-1.11,-10923,241.2383063619222,-498068.3,495.6666667,1975-09-17,2.5,14.9,12.8
-5146,-1.16,-10943,239.43542944264073,-497326.3,499.3333333,1975-09-18,0.1,16.6,10.5
-5167,-0.39,-10967,238.7942418996904,-496576.6,509.1,1975-09-19,1.7,15.0,6.5
-5188,-1.91,-10989,238.17670710529902,-495823.1,506.0,1975-09-20,0.0,15.6,11.2
-5209,-3.0,-11009,240.7072616624785,-495059.5,516.3333333,1975-09-21,0.0,17.0,11.1
-5233,-1.32,-11030,237.14801820813656,-494322,521.6666667,1975-09-22,0.0,17.2,13.5
-5256,-0.93,-11051,239.41877622767902,-493563.1,514.3,1975-09-23,0.7,15.9,12.4
-5277,-1.82,-11071,234.67711437690164,-492788.2,495.6666667,1975-09-24,6.7,15.0,11.5
-5298,-1.56,-11093,238.86480110696388,-491993.3,517.0,1975-09-25,0.8,14.5,11.3
-5320,-1.43,-11116,237.90902544878452,-491212.3,500.0,1975-09-26,23.5,14.4,9.2
-5341,-0.4,-11138,241.5552999030114,-490438.3,500.5,1975-09-27,1.2,14.0,9.0
-5361,0.88,-11178,234.8172845805215,-489656.3,534.3333333,1975-09-28,23.5,16.0,8.5
-5379,-0.81,-11222,236.91006470650157,-488880.2,584.0,1975-09-29,0.5,14.8,8.4
-5399,-2.1,-11266,239.4098936541896,-488164.7,558.3333333,1975-09-30,6.2,13.5,10.0
-5420,-1.04,-11316,240.4197733780046,-487433.8,587.5,1975-10-01,10.0,14.2,9.8
-5442,-1.84,-11354,236.86022090165332,-486693.1,624.0,1975-10-02,5.5,15.5,10.9
-5464,-1.69,-11468,237.82629259075324,-485982.9,615.3333333,1975-10-03,0.5,13.0,9.5
-5486,-0.24,-11536,240.25427358439862,-485269.5,583.3333333,1975-10-04,0.1,13.7,11.2
-5507,-1.53,-11581,235.8255291423037,-484505.4,582.6,1975-10-05,0.6,14.9,12.2
-5527,-1.77,-11650,243.85979844716996,-483767.4,568.6666667,1975-10-06,0.2,13.2,11.9
-5548,-0.93,-11695,238.54747522687632,-482970.3,543.0,1975-10-07,0.0,14.5,11.8
-5568,0.03,-11762,241.59139134507328,-482155.8,543.6666667,1975-10-08,0.0,15.3,11.5
-5588,-0.93,-11808,241.11490412197253,-481326.9,516.4,1975-10-09,0.9,13.2,9.5
-5607,0.7,-11877,239.08435072354874,-480457.6,506.6666667,1975-10-10,0.0,14.6,10.3
-5626,-0.71,-11921,237.95158516671214,-479602.3,504.3333333,1975-10-11,0.0,14.5,4.2
-5645,0.83,-11990,240.5703386445421,-478687.1,491.6666667,1975-10-12,0.0,12.5,4.9
-5664,-1.14,-12051,235.91958262522573,-478134.7,503.6666667,1975-10-13,9.8,12.5,6.5
-5683,-1.71,-12072,237.8687866200197,-477759.6,531.1,1975-10-14,9.2,12.5,7.3
-5704,-0.82,-12110,241.26916500368534,-476752,496.0,1975-10-15,2.0,11.7,6.2
-5725,-0.46,-12134,232.88000615516702,-475725.3,528.0,1975-10-16,0.1,12.9,5.9
-5744,0.43,-12170,236.39805979670948,-474821.8,517.0,1975-10-17,0.0,14.0,4.0
-5763,-1.88,-12206,239.23818680138615,-473833.5,504.1,1975-10-18,0.0,13.2,5.5
-5783,-1.14,-12229,239.36064776017062,-472781.5,474.6666667,1975-10-19,11.4,12.8,11.3
-5803,0.79,-12255,238.3613364190683,-471723.5,456.0,1975-10-20,14.8,12.7,11.2
-5823,0.47,-12287,236.59503531115416,-470675.6,440.0,1975-10-21,35.9,13.0,10.2
-5842,-2.03,-12323,240.21229536304708,-469662.4,481.8,1975-10-22,25.4,13.4,9.5
-5862,-1.04,-12348,239.03677680876376,-468522.7,482.3333333,1975-10-23,1.6,15.0,12.3
-5883,-1.47,-12358,235.8013722168602,-467473.2,442.6666667,1975-10-24,0.1,14.3,11.6
-5904,-1.49,-12393,242.07891889663432,-466429.9,429.6666667,1975-10-25,0.2,13.6,12.3
-5924,-0.34,-12404,238.39005888170098,-465727.4,491.3333333,1975-10-26,0.7,14.2,12.5
-5943,0.26,-12424,240.3252352260465,-465120.3,490.9,1975-10-27,0.1,13.2,11.9
-5963,-0.56,-12460,242.5463915992586,-463719.2,442.0,1975-10-28,0.1,13.4,12.1
-5982,-1.06,-12472,242.60460298931037,-462299.8,447.6666667,1975-10-29,2.9,13.7,11.5
-6002,-1.24,-12493,240.9489026098227,-460896.8,491.3333333,1975-10-30,21.4,14.6,11.4
-6023,-1.41,-12513,238.61345734214723,-460139.5,463.0,1975-10-31,5.8,13.6,10.5
-6044,-1.25,-12547,242.05538663336657,-459597.1,521.4,1975-11-01,1.6,11.5,8.2
-6066,-2.19,-12570,241.14411641924522,-458767.3,424.3333333,1975-11-02,5.8,13.5,9.2
-6087,-0.87,-12581,243.17377294839466,-458209.5,408.6666667,1975-11-03,0.4,13.6,9.5
-6110,-3.09,-12591,235.8323421305916,-456941.2,398.0,1975-11-04,3.4,12.2,9.5
-6132,-1.13,-12602,241.729807649943,-455474.4,408.3333333,1975-11-05,1.8,12.6,9.8
-6154,-0.65,-12613,239.85999766133673,-454060.5,412.4,1975-11-06,0.1,12.4,9.2
-6174,-1.4,-12625,239.76503812675872,-453290.1,434.0,1975-11-07,0.0,13.0,4.3
-6195,-2.04,-12636,237.9659544143376,-452735.7,467.6666667,1975-11-08,0.0,10.9,7.0
-6218,-2.54,-12645,235.30951417343593,-451942,486.0,1975-11-09,0.0,10.9,6.5
-6241,-2.25,-12656,237.58632963935628,-451474.2,426.3333333,1975-11-10,0.1,9.0,6.4
-6263,-1.31,-12669,237.97072384125397,-450249.3,402.6666667,1975-11-11,4.5,10.9,4.2
-6285,-1.71,-12679,240.10202126482596,-449151.4,383.7,1975-11-12,7.0,11.5,4.8
-6305,-0.77,-12695,238.11592408247537,-447962.4,381.0,1975-11-13,0.2,12.4,9.6
-6326,-1.35,-12702,234.62208303328032,-446738.2,388.6666667,1975-11-14,10.5,13.4,9.5
-6347,-1.43,-12714,233.41678590018034,-445664.2,427.3333333,1975-11-15,2.5,15.0,11.0
-6368,-1.26,-12725,234.33541847308942,-444981,506.3333333,1975-11-16,2.5,9.5,7.4
-6389,-1.24,-12736,237.49243901935716,-444629.2,474.3333333,1975-11-17,0.0,9.0,5.4
-6411,-2.4,-12746,228.9069484734525,-443811.8,452.0,1975-11-18,0.0,12.6,5.5
-6433,-1.69,-12756,228.1794674192821,-443273.1,408.6666667,1975-11-19,0.3,12.5,8.5
-6455,-1.89,-12768,230.5296191365043,-442632.3,427.3333333,1975-11-20,0.0,14.3,11.1
-6476,-1.4,-12780,234.53668908061695,-442235.8,491.0,1975-11-21,3.6,11.7,8.7
-6497,-0.74,-12793,231.47501430697426,-441582.9,439.0,1975-11-22,3.9,12.2,9.7
-6518,-0.7,-12808,227.9025821178081,-441117.2,438.6666667,1975-11-23,2.4,11.9,10.5
-6538,-0.85,-12813,224.64412988292017,-439925.5,437.5059719,1975-11-24,3.9,11.5,3.8
-6558,-2.79,-12826,227.39272967198517,-438720.3,400.0,1975-11-25,4.7,11.5,9.4
-6578,-0.74,-12837,227.78536212593403,-438146.1,404.5,1975-11-26,9.7,12.0,4.5
-6599,0.38,-12849,228.50250206425628,-436480.6,391.5,1975-11-27,0.1,12.0,5.5
-6619,-0.81,-12860,227.5760816830967,-435708.1,394.7,1975-11-28,2.3,8.5,5.9
-6639,-1.54,-12872,226.50690563613685,-434512.9,384.7,1975-11-29,3.2,8.4,5.4
-6658,0.02,-12884,228.4041873231957,-433365.4,380.6,1975-11-30,15.3,12.0,3.3
-6678,-1.22,-12894,227.87363187172843,-432151.8,380.6,1975-12-01,15.7,12.4,5.4
-6698,-1.13,-12907,233.1674385645637,-431120.1,391.5,1975-12-02,1.0,9.4,6.7
-6718,-0.7,-12919,232.22123314488178,-429964.4,389.2,1975-12-03,0.0,9.2,5.5
-6738,-1.6,-12930,227.85150672131329,-429244.3,393.6,1975-12-04,0.0,10.4,6.1
-6758,-1.55,-12942,230.6301423785333,-428848.4,384.5,1975-12-05,0.0,11.9,8.1
-6779,-0.84,-12954,228.71528957073212,-428082.5,380.1,1975-12-06,0.3,9.9,5.3
-6800,-1.29,-12965,228.35879507223092,-427838.8,382.3,1975-12-07,0.5,9.5,6.0
-6819,-0.44,-12979,228.46979297537328,-427183.3,405.7,1975-12-08,0.0,7.8,3.5
-6839,-2.0,-13003,228.890295544307,-426828.7,472.3,1975-12-09,0.0,7.2,4.6
-6861,-1.62,-13026,229.78672581367329,-425900.8,417.9,1975-12-10,0.0,8.4,0.8
-6883,-0.93,-13037,227.65098593922204,-425435.1,411.5,1975-12-11,0.1,9.5,1.5
-6902,-0.19,-13061,228.3650655244248,-425131.8,465.3260844,1975-12-12,0.0,9.4,2.6
-6921,-0.9,-13084,225.38083520649624,-424663,458.7,1975-12-13,0.0,4.3,-0.2
-6941,-0.86,-13122,228.99480745157686,-424446.7,462.6,1975-12-14,0.0,8.5,-0.5
-6960,-0.86,-13145,234.47446894840783,-424076.8,456.6,1975-12-15,0.0,6.2,0.4
-6980,-1.13,-13183,229.67160656998294,-423663.2,507.7,1975-12-16,0.0,9.2,0.1
-6999,0.05,-13206,228.8057322422929,-423278.6,502.8,1975-12-17,0.0,4.8,2.2
-7018,-0.1,-13231,227.84358475209112,-423223.8,497.5,1975-12-18,0.0,6.5,0.8
-7038,-1.49,-13268,230.18339813242306,-423016.8,584.1,1975-12-19,0.0,9.7,1.9
-7057,-0.67,-13293,228.26585961041698,-422934.3,605.2,1975-12-20,0.0,9.8,0.6
-7077,-0.94,-13330,225.77162913978188,-422766.2,618.3,1975-12-21,1.3,9.7,2.9
-7096,-0.59,-13370,227.64306095288393,-422458.2,603.5,1975-12-22,1.9,9.5,6.0
-7116,-1.09,-13395,228.91652002838566,-422265.7,598.0,1975-12-23,1.3,10.1,6.8
-7135,-0.49,-13432,225.38795165189697,-421876.3,622.2,1975-12-24,0.0,9.5,4.5
-7155,-0.49,-13460,224.74311624898786,-421401.2,648.6,1975-12-25,0.0,11.2,6.2
-7176,-2.56,-13512,223.2710402890986,-421069,660.15,1975-12-26,0.2,11.1,6.2
-7197,-1.9,-13596,223.5305343345643,-420596.2,689.4,1975-12-27,0.5,10.2,6.3
-7217,-0.06,-13699,222.75834505097234,-420206.6,671.8,1975-12-28,0.0,11.1,7.6
-7237,-1.42,-13754,222.15764340429956,-420031.3,688.8,1975-12-29,0.0,11.4,8.3
-7256,0.11,-13817,224.8571801594681,-419614.5,684.0,1975-12-30,4.3,11.0,8.6
-7274,0.54,-13894,222.36468715588023,-419406.1,702.7,1975-12-31,4.6,10.5,9.0
-7292,-0.51,-13970,223.5107392974745,-418791.5,699.3,1976-01-01,1.1,11.8,3.6
-7311,-0.99,-13986,223.7681909549173,-418496.4,678.2,1976-01-02,0.0,11.8,8.9
-7331,-1.57,-14045,223.7224506956352,-418290.7,695.1,1976-01-03,8.8,10.2,3.5
-7350,-0.04,-14048,224.4079901815647,-417925.8,673.9,1976-01-04,0.0,10.8,5.8
-7369,-0.28,-14064,222.39327867419098,-417724.6,686.6,1976-01-05,0.5,10.7,9.2
-7388,-0.45,-14083,224.4802221411913,-417415.7,665.4,1976-01-06,0.1,11.2,8.9
-7407,-0.57,-14133,224.242360124708,-416940.4,654.8,1976-01-07,0.1,11.2,7.8
-7425,-0.14,-14164,222.4115117516632,-416671.9,660.4,1976-01-08,8.0,11.8,8.0
-7443,-0.33,-14201,224.8625784974834,-416366.3,657.6,1976-01-09,6.3,10.9,7.8
-7462,0.24,-14216,226.1908800011438,-416154.6,635.0,1976-01-10,0.1,11.3,8.3
-7479,,-14237,221.48984625503218,-415813.2,668.2,1976-01-11,0.1,10.5,8.3
-7497,0.48,-14258,227.3244742360862,-415618.1,646.5,1976-01-12,0.0,10.5,9.5
-7514,-0.48,-14272,223.23631531576837,-415307.4,670.7,1976-01-13,1.0,10.2,8.5
-7533,-2.02,-14290,220.48517092637948,-415131.7,633.7,1976-01-14,0.0,10.4,6.5
-7553,-0.33,-14310,218.56382460975144,-414621.1,633.3,1976-01-15,0.0,10.4,5.0
-7573,-1.11,-14328,214.22122886828478,-414309.6,629.6,1976-01-16,0.0,9.8,5.1
-7591,0.04,-14346,212.84367513227136,-414086.8,623.1,1976-01-17,0.0,9.8,7.2
